 6.99388409 3.003243449999999
 7.01741109 3.12334995
 6.77088489 3.40777825
 6.61066723 3.477338789999999
 6.40652275 3.61982441
 6.13774061 3.511638639999999
 5.91371536 3.316856380000001
 5.93160536 2.77494729
 6.04614366 2.2091341
 6.12514766 1.8916811
 6.12581936 1.7960911
 5.91824946 1.8154711
 5.71067967 1.8348511
 5.66707167 1.6468831
 5.57574267 1.36040109
 5.42335457 1.063245090000001
 5.22688287 0.8097230799999995
 4.94193085 0.5959940899999996
 4.51467775 0.4947200899999995
 4.01869347 0.5379700799999991
 4.01873727 0.5379780800000002
 3.71644316 0.7888260799999998
 3.61123547 0.9005570800000005
 3.45301446 1.244808089999999
 3.42622646 1.869355090000001
 3.47450746 2.18538109
 3.51520346 2.54195968
 3.53038646 2.829812390000001
 3.42408895 3.31513309
 3.10947108 3.658254619999999
 2.90874918 3.74571362
 2.74173918 3.721136619999999
 2.60262428 3.726066619999999
 2.65301928 3.86434292
 2.81496838 3.91685492
 3.17443258 3.847634920000001
 3.42591587 3.669796010000001
 3.62210428 3.3963524
 3.69883427 2.43304842
 3.77392927 1.392886450000001
 3.94715377 1.056023440000001
 4.24103548 0.8460074399999993
 4.55465709 0.7864274400000006
 4.79143089 0.8645074400000006
 5.00735969 1.09741644
 5.09994468 1.333896429999999
 5.14540469 1.635180419999999
 5.13766469 1.93269641
 5.04064668 2.294694399999999
 5.01965768 2.4211084
 4.93707368 2.57766399
 4.80502188 2.7655858
 4.69252888 2.8318578
 4.60731089 3.1189062
 4.58523089 3.407168390000001
 4.57807089 3.556274889999999
 4.61965389 3.833255980000001
 4.59117589 3.952677169999999
 4.54084489 4.01824918
 4.62362589 4.267343779999999
 4.86605258 4.62068947
 4.92728858 4.74451847
 4.87105658 4.77167747
 5.10025398 5.17379309
 5.38244868 5.40247098
 5.69550557 5.64660738
 6.11759756 5.84979748
 6.17116256 5.68139608
 6.18758456 4.76307888
 6.30210606 4.59341308
 6.40646126 4.42640518
 6.58738637 4.298608979999999
 6.73133997 4.26787998
 6.53035917 4.115828179999999
 6.54614317 3.98502107
 6.84156626 3.96905507
 6.96609546 3.88945408
 6.99803246 3.704641280000001
 7.01196946 3.621804279999999
 7.15055306 3.852043480000001
 7.20095106 3.87022247
 7.24117706 3.65558607
 7.28158706 3.506231570000001
 7.35277906 3.68371447
 7.23262119 4.152582170000001
 7.107934 4.65744352
 7.096439 4.97355753
 7.01764 5.04170353
 6.91299179 4.95855153
 6.81616179 4.67823744
 6.71214867 4.51973772
 6.609694 4.81055689
 6.8192957 5.03902949
 6.8192957 5.10539849
 6.66244631 5.03830549
 6.43742661 4.90739518
 6.34267261 4.95915018
 6.29657661 5.07472378
 6.31628961 5.20836269
 6.41112861 5.62756028
 6.38657961 5.97272589
 6.07678938 5.98087025
 5.94613838 5.93959427
 5.36996937 6.79181576
 4.37418604 8.261250499999999
 3.94751382 8.921670199999999
 3.7954464 9.155512809999999
 3.72599339 9.31926966
 3.58324552 10.08860254
 3.61554752 10.43829814
 3.71403503 10.78308415
 3.97359109 11.25320446
