7.696909e+00	1.510000e+01
7.155609e+00	1.504505e+01
6.661913e+00	1.492365e+01
6.194057e+00	1.464554e+01
5.800673e+00	1.433136e+01
5.577235e+00	1.403032e+01
5.419203e+00	1.370083e+01
5.348062e+00	1.354253e+01
5.243429e+00	1.302092e+01
5.228146e+00	1.300581e+01
5.221970e+00	1.282584e+01
5.229589e+00	1.263411e+01
5.247920e+00	1.265445e+01
5.249860e+00	1.267025e+01
5.251635e+00	1.265245e+01
5.314293e+00	1.213500e+01
5.431847e+00	1.178844e+01
5.639560e+00	1.160346e+01
5.704049e+00	1.151712e+01
5.735221e+00	1.154932e+01
5.699612e+00	1.164599e+01
5.647619e+00	1.202363e+01
5.725841e+00	1.242073e+01
5.777408e+00	1.259212e+01
5.780180e+00	1.263887e+01
5.998208e+00	1.269681e+01
6.173047e+00	1.272327e+01
6.281778e+00	1.267325e+01
6.559470e+00	1.254865e+01
6.789585e+00	1.239861e+01
7.066336e+00	1.202012e+01
7.327502e+00	1.176637e+01
7.357834e+00	1.198373e+01
7.393654e+00	1.214980e+01
7.470618e+00	1.223702e+01
7.448051e+00	1.229669e+01
7.457809e+00	1.231659e+01
7.771771e+00	1.257957e+01
8.211592e+00	1.271023e+01
8.509467e+00	1.266858e+01
8.771595e+00	1.254350e+01
8.963904e+00	1.235825e+01
9.052318e+00	1.213611e+01
9.087680e+00	1.188161e+01
9.135550e+00	1.186363e+01
9.218280e+00	1.183623e+01
9.160279e+00	1.174369e+01
9.072786e+00	1.163938e+01
9.238519e+00	1.158039e+01
9.469361e+00	1.163118e+01
9.610863e+00	1.184100e+01
9.636702e+00	1.189241e+01
9.639863e+00	1.189102e+01
9.783810e+00	1.201567e+01
9.862438e+00	1.211703e+01
1.033226e+01	1.223797e+01
1.063424e+01	1.222392e+01
1.084473e+01	1.208953e+01
1.105172e+01	1.179753e+01
1.111765e+01	1.161061e+01
1.115067e+01	1.143069e+01
1.110030e+01	1.112066e+01
1.111155e+01	1.096277e+01
1.126337e+01	1.106526e+01
1.146985e+01	1.149136e+01
1.158626e+01	1.208969e+01
1.159762e+01	1.209485e+01
1.160250e+01	1.221429e+01
1.159701e+01	1.222627e+01
1.159142e+01	1.259927e+01
1.152365e+01	1.288379e+01
1.111943e+01	1.363597e+01
1.103514e+01	1.379433e+01
1.093495e+01	1.391531e+01
1.087445e+01	1.394837e+01
1.080695e+01	1.407646e+01
1.061495e+01	1.422800e+01
1.013187e+01	1.455937e+01
9.784495e+00	1.477314e+01
9.434659e+00	1.491101e+01
8.449138e+00	1.503818e+01
7.696909e+00	1.510000e+01
7.696909e+00	1.510000e+01

7.347132e+00	1.168330e+01
7.263507e+00	1.164568e+01
7.319906e+00	1.154429e+01
7.413695e+00	1.117776e+01
7.453706e+00	1.065677e+01
7.771876e+00	9.209697e+00
7.757903e+00	9.086654e+00
7.820728e+00	8.930840e+00
7.754743e+00	8.775027e+00
7.728958e+00	8.709985e+00
7.671014e+00	8.495117e+00
7.613928e+00	8.372619e+00
7.638741e+00	8.304591e+00
7.675394e+00	8.187815e+00
7.764668e+00	8.037769e+00
7.883053e+00	7.881400e+00
8.038866e+00	7.715605e+00
8.194680e+00	7.549257e+00
8.137446e+00	7.468659e+00
8.045853e+00	7.544211e+00
8.025521e+00	7.562612e+00
8.025115e+00	7.497467e+00
8.126421e+00	7.304280e+00
8.182951e+00	7.203878e+00
8.174108e+00	7.036348e+00
8.160502e+00	6.895887e+00
8.201832e+00	6.878704e+00
8.237680e+00	6.880894e+00
8.201112e+00	6.792813e+00
8.169616e+00	6.551607e+00
8.184856e+00	6.482062e+00
8.146882e+00	6.521165e+00
8.091405e+00	6.568083e+00
8.048459e+00	6.502866e+00
7.992078e+00	6.435497e+00
7.883994e+00	6.468709e+00
7.758403e+00	6.490057e+00
7.689090e+00	6.513623e+00
7.672621e+00	6.666277e+00
7.730955e+00	7.132941e+00
7.717179e+00	7.439513e+00
7.638353e+00	7.486211e+00
7.581645e+00	7.480067e+00
7.649388e+00	7.545985e+00
7.753591e+00	7.672485e+00
7.661254e+00	7.715605e+00
7.599872e+00	7.773439e+00
7.494461e+00	7.874247e+00
7.259854e+00	7.995016e+00
6.972726e+00	8.115277e+00
6.715893e+00	8.029562e+00
6.558157e+00	7.947751e+00
6.571835e+00	8.084845e+00
6.565367e+00	8.238551e+00
6.409867e+00	8.512861e+00
6.100913e+00	8.877337e+00
5.992965e+00	8.943241e+00
5.951132e+00	8.901840e+00
5.904387e+00	8.844726e+00
5.719749e+00	8.834541e+00
5.544796e+00	8.750628e+00
5.456478e+00	8.619772e+00
5.440231e+00	8.435090e+00
5.492640e+00	8.233122e+00
5.610282e+00	8.050411e+00
5.753757e+00	7.828959e+00
